id	label
12850	human
19487	human
4447	generated
13580	generated
3953	human
4667	generated
21268	generated
11448	human
15247	human
6340	human
20443	generated
21341	generated
10859	human
9391	generated
4024	generated
1398	generated
15974	generated
16658	generated
1747	human
8675	human
8727	human
21220	human
11132	generated
1311	human
17784	human
1201	generated
5792	human
1227	generated
19094	generated
20505	generated
13995	generated
4397	human
10331	generated
491	human
20378	human
15739	generated
19979	human
3703	human
2020	generated
12371	generated
2393	generated
1092	human
6409	human
20908	human
6844	human
19162	generated
14034	generated
17222	human
7882	human
3817	generated
18451	generated
9598	generated
2351	generated
15315	human
14061	generated
15702	generated
16535	generated
19684	human
20827	human
9502	human
13354	generated
6039	generated
18406	generated
5047	human
13610	generated
5527	human
7284	generated
4265	generated
15460	generated
4110	human
10621	human
7033	human
20584	generated
20486	human
16657	human
18533	generated
16919	generated
2518	generated
5784	generated
8645	generated
9668	human
7665	human
15801	generated
20291	human
6660	generated
17930	generated
10084	human
16195	generated
10455	generated
12113	human
1063	human
16558	generated
13644	generated
11488	human
8639	generated
11198	generated
10366	human
12203	human
6332	generated
1684	human
11106	human
15354	human
1891	human
12887	human
18886	generated
2885	human
2858	generated
8122	generated
5654	human
11817	human
5885	human
3429	human
9059	human
1489	generated
11213	generated
20223	human
11828	generated
10299	generated
11655	generated
9547	human
21246	human
5714	generated
345	human
5505	human
3421	generated
21968	human
12400	human
14197	human
21171	generated
11309	generated
19365	generated
3302	human
13600	generated
5023	generated
3993	human
7861	human
735	human
15467	human
5960	human
10329	human
1328	human
13501	generated
15870	human
12724	human
2222	generated
3458	generated
15626	generated
3921	human
9117	human
1052	generated
12759	human
13540	generated
17472	human
6202	human
6002	generated
11026	generated
341	human
21740	generated
1474	generated
11802	generated
15785	generated
10360	generated
7138	generated
10431	human
12667	generated
585	human
14383	generated
20111	generated
640	generated
9509	generated
14106	generated
21883	generated
19004	generated
15111	generated
2229	generated
2346	generated
7814	human
14855	human
1034	generated
2992	generated
1290	human
7502	generated
12419	generated
2641	generated
3328	human
4424	generated
4821	generated
4085	generated
2043	generated
16277	generated
15399	generated
8103	human
2270	human
8365	human
18044	generated
18358	human
5059	human
13454	generated
19650	human
15539	generated
9421	generated
20447	generated
21484	generated
11947	generated
14919	generated
856	human
18118	human
718	human
20031	generated
1611	generated
13378	generated
14293	generated
15597	human
13781	human
8354	human
16761	human
34	human
9868	human
9338	generated
12498	generated
6914	generated
16400	human
1056	generated
5735	generated
5852	generated
3725	generated
20237	generated
19882	generated
7571	generated
16261	generated
2388	human
7256	generated
3617	human
20265	human
10977	generated
12715	generated
9653	human
3922	generated
12858	human
7726	generated
4015	human
16613	human
14007	generated
208	generated
12614	human
8854	generated
10853	generated
3100	generated
9619	generated
1503	human
4463	human
8654	generated
19072	generated
13897	human
11770	generated
17189	human
12484	generated
5647	human
6848	human
9814	human
12657	human
21128	generated
16146	generated
210	human
3633	generated
19442	human
5549	generated
17016	generated
21443	generated
17034	human
18914	generated
21166	generated
11666	generated
18055	human
17877	generated
18079	human
3522	human
8082	human
20819	generated
11726	human
7602	generated
11402	human
5351	human
13086	human
3525	human
20896	generated
21893	human
17496	generated
14307	generated
18762	human
17808	generated
19304	human
12288	human
14372	human
15778	human
18056	human
13338	generated
13054	generated
2583	generated
16047	generated
19821	human
21132	generated
16293	human
1493	human
3694	generated
1943	human
2290	human
20211	human
2252	generated
10511	human
13421	generated
2150	human
6535	generated
19403	human
20935	human
15662	human
3609	human
19683	generated
4191	human
21497	human
17597	generated
1510	human
7883	human
512	generated
17754	human
2265	generated
15279	generated
13344	generated
7732	generated
12102	generated
385	human
19903	generated
6418	human
20535	human
8246	generated
2644	generated
10489	human
18554	generated
12846	generated
2412	generated
3615	generated
6667	human
2734	human
6659	human
18987	human
2767	human
14073	human
16666	human
8551	generated
18250	human
18305	generated
18080	human
21528	generated
12084	generated
3489	human
8344	generated
4921	human
12683	human
5148	generated
20960	human
9469	human
18971	generated
10254	human
8341	generated
19827	human
12218	human
11412	human
408	human
9015	generated
9504	human
20474	human
11576	human
14465	generated
9675	generated
20739	human
812	human
8260	human
19851	human
14134	human
2851	generated
11636	human
3147	human
16176	generated
554	generated
3045	human
6602	generated
17853	generated
3315	human
18236	generated
11509	generated
17051	generated
21466	human
9913	generated
10898	human
866	human
17121	generated
2498	generated
9358	generated
13590	human
18641	human
1182	generated
14404	generated
2533	generated
11558	generated
3931	human
8280	generated
10835	human
21117	generated
7680	human
3473	generated
9578	generated
11615	generated
4059	human
1512	generated
20476	human
6647	human
5252	generated
18680	human
447	generated
21259	human
9642	generated
12184	generated
14945	generated
6626	human
11941	human
3316	generated
9722	generated
6958	human
3113	generated
12536	generated
16265	generated
17718	generated
12778	generated
3222	generated
6674	human
13597	human
21335	human
3589	human
10476	generated
322	human
7885	human
13049	generated
16426	human
13525	generated
7945	generated
10882	generated
291	human
9138	human
2189	generated
5513	generated
19257	human
10544	generated
2751	human
12309	human
7676	generated
8822	generated
15090	generated
6926	generated
9251	human
19476	generated
21252	generated
11917	human
3000	human
9360	generated
6286	generated
3964	generated
12821	human
8590	human
8195	human
6434	generated
14773	generated
8193	generated
5284	human
13999	human
20589	generated
7097	generated
20057	generated
2864	generated
6151	generated
606	human
21227	human
13698	generated
10250	human
3352	generated
8913	human
5282	human
16368	generated
10354	generated
21662	generated
10935	human
10422	generated
6864	generated
11818	generated
3529	human
7793	human
16563	generated
21176	generated
4446	generated
6729	human
7671	generated
17177	human
20262	human
2519	human
20825	generated
16345	human
3503	human
10289	human
18197	human
20638	human
16267	human
8366	generated
14812	generated
424	generated
9733	generated
17733	human
3532	generated
19699	human
5048	human
8506	generated
13538	human
15478	generated
16954	human
14966	human
5333	human
3479	human
4525	human
6126	human
8557	human
12065	generated
5198	human
21609	generated
5418	generated
11476	generated
3394	human
3230	human
18732	generated
5135	human
8039	generated
12284	human
4400	generated
14880	generated
2232	generated
11890	human
14179	human
5598	generated
8054	human
12739	human
13153	generated
11717	generated
12459	human
10709	human
4479	generated
20411	generated
344	generated
8757	generated
13416	generated
3826	human
7537	human
19239	generated
15678	human
14682	human
1338	generated
19225	generated
7811	human
8936	human
18246	human
21056	human
1045	generated
4387	generated
20373	human
4219	human
19548	human
9427	human
5211	human
6248	generated
6095	human
16831	generated
19418	human
13510	generated
6529	human
10792	human
2884	human
2645	human
14338	human
19361	human
18885	generated
7760	generated
21496	human
1962	human
15793	generated
5970	generated
13642	generated
14339	generated
21828	human
6619	human
11898	generated
21618	generated
9626	generated
5663	generated
11644	generated
3498	human
3860	generated
9010	human
20342	human
5990	generated
19525	human
8628	human
3455	human
17623	human
10004	human
14666	human
2245	human
16689	generated
5446	human
19332	human
17946	human
7921	generated
15492	human
19024	generated
5107	human
13427	generated
15266	generated
16875	human
11697	generated
4037	generated
21473	generated
2724	human
12841	generated
13770	human
9529	generated
3643	generated
3470	generated
15031	generated
9684	human
13377	generated
8685	human
15277	human
10287	generated
8171	generated
10419	human
7907	human
18921	generated
10804	human
17723	human
3050	human
10075	generated
19677	human
11250	generated
11823	generated
21167	generated
6812	generated
2145	human
5168	human
16200	generated
9640	human
2830	generated
484	generated
6179	generated
16204	generated
843	generated
21188	human
2950	generated
5525	human
16665	generated
6769	generated
11815	generated
20455	human
20868	human
3634	human
13905	generated
14610	human
15016	human
7306	human
2915	generated
738	generated
3070	generated
9889	generated
7698	generated
8725	human
7353	generated
1192	generated
14425	generated
8337	human
8129	human
9406	human
2859	generated
6888	generated
6478	human
18896	human
11852	human
7223	generated
2119	generated
6280	human
14910	human
17393	human
10735	generated
13884	human
7930	generated
8952	human
7125	generated
5687	generated
6024	generated
451	generated
19144	human
10608	generated
5312	human
12186	generated
2501	generated
911	generated
2781	human
15821	generated
16707	generated
17389	human
9863	human
9872	human
6392	human
16095	human
17695	generated
8099	human
12562	human
9898	generated
11879	human
133	human
17634	human
18907	human
11897	human
7958	generated
3714	human
8270	human
1719	generated
9038	generated
6798	generated
21300	generated
11567	generated
21153	generated
5887	human
17558	generated
2937	human
10294	generated
6355	human
7763	generated
8465	generated
8972	generated
18308	generated
9276	generated
13688	human
11535	generated
19159	generated
19667	generated
13365	generated
20398	human
13027	generated
6648	generated
19000	generated
18121	human
8251	human
4338	generated
8550	human
10105	generated
5325	human
16733	human
17890	human
13787	human
12252	generated
2571	human
9286	human
7530	human
3576	generated
15100	human
7538	generated
13895	human
10439	human
15057	human
11773	generated
3295	human
16038	human
7163	generated
19521	human
6492	generated
8917	generated
4843	generated
18831	human
3398	generated
16042	generated
5018	human
21162	human
17036	generated
8214	generated
21640	generated
9826	generated
14144	generated
21092	generated
19927	generated
8797	human
13123	generated
11994	generated
17414	generated
14085	generated
19860	generated
18980	generated
6913	human
20075	human
6352	human
20502	generated
15058	generated
19624	generated
18594	generated
11244	human
18690	generated
6231	human
8766	human
18258	generated
19645	human
15219	generated
13695	human
4974	generated
16504	human
1880	generated
12331	human
20364	generated
16712	human
21240	generated
482	generated
18911	generated
3847	human
17742	human
12548	human
11623	human
7152	generated
10830	human
14978	generated
139	generated
17664	human
4337	generated
14213	generated
3375	human
13115	human
17810	generated
14250	human
9272	human
16672	generated
265	human
9163	human
16751	generated
20137	human
4401	generated
17707	generated
16925	generated
11222	generated
6599	generated
21602	human
3733	generated
5635	generated
4720	human
2727	generated
2323	human
15744	generated
19034	generated
1297	human
1968	human
12696	human
17513	human
4783	generated
1642	generated
4048	generated
12783	generated
9625	human
10263	generated
11124	human
15619	human
6161	generated
4097	human
5186	generated
12247	generated
15426	human
17250	human
19707	generated
9098	generated
10043	generated
3210	generated
20712	generated
5225	generated
274	generated
1243	generated
2534	generated
4702	generated
803	human
12477	generated
4388	human
7794	generated
6628	generated
18403	human
10376	human
17898	human
3334	human
9593	generated
13111	generated
10328	human
8064	generated
17048	generated
15255	generated
13139	human
20762	generated
18347	human
323	generated
20468	human
3494	generated
20127	generated
13459	generated
15115	generated
21508	generated
21310	human
10631	generated
1862	generated
6650	human
6239	generated
6178	human
21944	human
15427	human
11277	generated
18521	generated
1595	generated
4441	generated
3351	generated
11321	generated
8063	generated
10052	generated
19231	human
4629	human
20310	human
1114	generated
7751	generated
4548	generated
7300	generated
3899	generated
20745	generated
10069	generated
13783	human
1475	generated
7402	generated
3662	generated
14568	generated
15852	generated
17819	generated
21932	generated
1077	generated
3393	human
4347	generated
16099	generated
14624	generated
11850	human
20395	human
17430	human
20201	human
10054	generated
18107	generated
21035	human
10953	human
6145	generated
16341	human
1765	human
2621	human
20480	human
16350	human
18833	human
14809	generated
14903	human
9932	generated
13228	human
2004	human
8028	human
7030	generated
2766	human
12610	generated
875	human
15113	human
4932	human
19471	generated
2247	human
20467	human
11800	human
10074	generated
6595	generated
17341	human
14712	generated
16837	generated
11038	human
19303	human
20197	generated
7431	generated
10549	human
9345	generated
19213	generated
1635	generated
4404	generated
9886	generated
3570	generated
10261	generated
346	human
3710	generated
20370	generated
11184	generated
1911	generated
18960	generated
18226	generated
19746	generated
14408	generated
3062	generated
12540	generated
6241	human
14137	generated
21610	generated
1805	generated
8815	generated
1981	human
10877	human
13578	human
11521	generated
20950	generated
744	generated
4984	generated
10023	generated
16597	human
4285	human
9844	human
4442	generated
649	human
438	generated
18491	generated
13836	generated
9119	generated
17127	human
17827	generated
8530	generated
13170	human
1870	generated
3926	generated
8546	generated
3125	human
2012	human
11456	generated
19951	human
19045	human
3505	generated
17119	generated
10761	human
8425	human
16795	human
21415	human
18087	generated
1215	human
18318	human
12635	generated
6216	generated
16104	generated
3386	generated
20394	human
18537	human
1453	human
14639	generated
251	generated
3806	generated
5485	human
17098	generated
13312	generated
1450	human
1427	human
21771	generated
9760	generated
3434	generated
20532	human
2595	human
21475	human
19411	human
1698	generated
16155	human
20323	human
21091	generated
5804	generated
20795	generated
12044	generated
20183	human
10914	generated
7650	generated
1097	generated
18538	generated
10432	generated
5128	human
1288	generated
4166	generated
6061	generated
19669	human
733	generated
1065	generated
1572	generated
15024	generated
21595	human
13073	human
17736	human
11195	human
18102	generated
4874	generated
19773	generated
7107	generated
8182	human
18443	generated
14381	human
6417	generated
19150	generated
538	generated
7582	generated
5163	generated
13154	generated
13553	human
20859	generated
21514	generated
19093	generated
1443	human
17372	generated
18532	generated
1456	generated
16541	human
14023	human
4564	human
8743	human
20365	generated
8225	generated
6490	generated
3533	generated
3437	generated
12725	generated
17983	human
18698	generated
1768	human
4699	human
4563	human
19955	human
8188	human
8496	human
16929	human
13797	generated
290	generated
7361	human
11008	human
16855	generated
18114	human
11734	human
3971	generated
19436	human
2090	generated
5653	generated
6138	human
13710	generated
14777	generated
8248	generated
18104	generated
6846	human
19866	human
4844	generated
2141	human
1504	generated
7695	human
12906	human
7542	generated
18262	human
12053	generated
8694	human
6836	generated
2638	human
5174	generated
6366	human
7719	human
12521	human
5846	generated
16180	generated
8513	human
16614	generated
19834	generated
15332	generated
8937	generated
21731	generated
12567	human
10034	human
13745	generated
8958	generated
5371	generated
7662	human
19291	generated
18817	human
20280	generated
12687	human
21058	generated
1901	generated
13739	generated
14331	human
4914	generated
1713	human
4010	generated
8660	generated
3197	generated
6919	human
433	human
16352	human
9426	generated
12495	generated
13196	generated
19121	human
10159	generated
17027	generated
11218	generated
4472	generated
12526	generated
1535	human
9387	human
7417	generated
10723	human
21543	generated
1272	human
5244	generated
12689	human
10679	generated
16126	human
3396	generated
21360	human
11129	human
2647	generated
1978	human
19498	generated
19105	generated
21147	generated
18014	generated
4165	human
15700	generated
15900	generated
15838	generated
3635	human
10149	generated
8416	human
12022	human
9594	generated
12152	human
1662	human
8008	human
17958	generated
8865	generated
14405	generated
4743	human
17593	generated
12575	human
9922	generated
21262	human
8485	generated
6946	generated
7178	generated
6051	human
2714	human
10537	generated
6778	generated
21367	human
6549	human
4579	human
6932	generated
13194	human
16599	generated
4794	human
6098	generated
14476	generated
10596	generated
20496	human
5466	generated
3310	generated
7077	generated
7583	generated
19874	generated
3486	generated
16627	generated
6440	generated
9188	generated
10580	generated
11679	human
10071	generated
6136	generated
326	human
10138	human
2450	human
21146	human
7286	generated
17906	generated
21565	generated
12273	human
21552	generated
20308	generated
20713	generated
19173	human
19020	human
10353	generated
17481	generated
21592	generated
6978	generated
17979	generated
10843	human
9704	generated
11444	human
9093	generated
4044	human
16757	human
10711	generated
11888	generated
10508	human
12441	generated
19676	human
6075	human
351	generated
18804	generated
21620	human
19005	generated
2812	generated
3894	human
776	generated
5954	human
6285	generated
18425	human
13531	human
20962	generated
8999	human
4832	generated
5576	generated
18952	generated
1527	generated
1166	human
18535	generated
8840	generated
8886	human
14006	human
3213	generated
9975	generated
13254	generated
119	human
17968	generated
21916	human
5945	generated
18961	human
4450	human
16520	generated
2342	generated
6494	generated
9672	human
13240	generated
6148	generated
21137	generated
4322	generated
20624	generated
720	human
16503	generated
54	generated
9929	human
3366	human
11365	generated
17285	human
2085	human
16993	human
20710	generated
10022	human
18068	human
16492	human
14625	human
3073	generated
18705	generated
674	generated
20604	generated
478	human
6532	generated
15554	generated
230	generated
2988	generated
19210	generated
516	generated
2752	generated
10791	human
5043	generated
16410	human
11076	generated
21393	human
4580	generated
21949	human
4985	human
8710	human
18570	generated
14470	generated
18463	generated
4344	generated
16820	human
15425	generated
13522	human
19379	human
3353	human
10814	generated
20726	human
993	generated
14165	generated
11537	human
21806	human
19761	human
8309	human
3115	generated
11393	human
19178	generated
13993	human
14668	generated
4343	generated
194	generated
16117	generated
9939	human
4577	generated
10927	generated
7149	human
20804	generated
14558	generated
21863	human
14004	human
10219	generated
15827	generated
7915	human
353	generated
20220	generated
7784	generated
16674	generated
18432	human
17684	generated
9124	generated
16802	generated
311	human
17182	generated
13197	human
5377	generated
12761	human
3472	human
6422	human
10104	human
17174	human
21851	generated
1371	generated
3699	human
6407	human
18813	generated
4032	human
1807	human
3142	human
12774	generated
2053	generated
18390	human
13943	human
7613	human
15895	generated
4290	human
12367	generated
18547	generated
14711	human
19287	human
12303	human
5548	human
14133	generated
5617	human
15196	generated
7898	human
14657	human
11625	generated
10444	human
13539	generated
5230	human
2946	generated
5665	generated
18198	human
826	generated
960	human
12395	generated
6072	human
11808	human
3350	generated
17427	generated
12131	human
19134	human
16016	human
7810	generated
13110	human
200	human
6271	generated
5332	human
16362	human
11972	generated
5254	generated
15135	generated
15244	generated
14590	generated
3286	human
16058	human
3502	human
17243	generated
15803	human
21739	generated
18036	generated
8805	generated
4819	human
8486	human
21597	human
16439	generated
6483	human
5553	generated
12064	generated
2930	generated
1640	generated
4560	human
11121	generated
19417	generated
898	generated
6624	human
2238	human
4291	generated
4449	human
5112	human
11608	human
4954	human
18531	human
10241	generated
16137	generated
4510	generated
21446	generated
11056	generated
5348	generated
21044	human
17210	human
17388	generated
19344	human
19793	generated
13235	human
4149	generated
1729	human
21580	generated
17811	generated
12617	human
4518	human
10697	generated
6325	generated
21558	human
6076	human
20838	human
5477	human
218	generated
5843	human
6448	generated
5195	generated
3277	generated
7672	human
6425	generated
14481	generated
7356	generated
6484	generated
16384	human
14757	generated
828	generated
17788	human
8883	human
16784	generated
2842	generated
9652	generated
16516	human
20060	human
19777	generated
13003	generated
2168	generated
6097	human
15834	generated
18840	generated
17390	human
1599	generated
15618	human
8423	generated
16876	generated
7275	human
4375	generated
2266	human
17895	generated
21464	generated
3559	generated
3739	generated
8522	generated
5862	generated
17281	generated
21728	generated
4333	generated
4226	human
15270	human
20251	human
9367	human
8969	generated
18000	human
12843	generated
2420	generated
10915	generated
18472	human
17502	human
11212	generated
17248	human
696	human
6612	human
520	generated
6345	human
5575	generated
18692	generated
13060	generated
6069	generated
1393	human
2910	generated
962	generated
18612	human
4641	human
12119	generated
19662	human
17793	generated
14024	generated
7834	generated
327	human
21880	human
664	generated
9161	generated
10881	generated
17540	human
20525	human
9595	human
12920	human
9199	generated
4556	generated
17818	human
5601	generated
2152	human
2153	generated
13724	human
11893	generated
16539	human
17637	human
8487	generated
10421	generated
18298	human
15287	generated
14691	generated
18168	generated
10909	generated
17331	human
13579	generated
13961	generated
2579	human
18053	generated
19652	human
17095	human
101	human
14126	generated
19306	generated
17804	generated
2300	generated
14669	generated
2740	generated
3769	generated
11503	human
9202	human
8048	human
10607	human
18304	human
6699	human
8451	human
410	human
16168	human
21380	human
8957	human
8066	generated
20062	human
9483	human
11074	generated
21512	human
6348	human
313	generated
19168	generated
4393	human
12114	generated
6497	generated
1788	human
19751	generated
13914	human
16659	generated
5199	generated
2202	generated
8477	human
21716	human
2467	human
19671	generated
3261	human
14603	generated
7920	human
2561	generated
10710	generated
19853	generated
3492	generated
3425	generated
9405	generated
13069	generated
4871	human
18504	generated
1006	human
2546	generated
7547	generated
2250	human
4520	human
15705	generated
9806	human
3571	human
3844	human
13846	generated
12636	human
19249	generated
14667	human
20636	generated
19017	generated
10781	human
127	generated
1355	human
12072	human
8460	human
12276	generated
17802	generated
12733	human
9739	generated
11282	human
8018	human
15947	human
5982	generated
21947	generated
2361	human
17838	human
18296	generated
59	generated
4902	human
21803	generated
19732	human
20882	generated
10551	generated
1163	human
15879	generated
7110	human
18763	human
14399	generated
6020	generated
18257	generated
6561	generated
12998	human
20321	generated
19253	generated
3265	human
10959	human
17116	generated
12936	human
11482	generated
4084	generated
21509	generated
5474	generated
11082	generated
3592	generated
2140	human
17475	generated
13563	generated
4877	human
15245	generated
7591	human
3511	human
14604	generated
6562	human
643	generated
17306	generated
2635	human
11661	generated
11318	generated
19296	human
13464	generated
12034	human
5478	human
3778	generated
9334	human
4028	generated
21711	human
13744	generated
6225	generated
4068	human
2174	generated
14832	human
10347	generated
12542	human
18485	human
20649	generated
9313	generated
20512	generated
14633	generated
2255	generated
1606	generated
15806	generated
18625	generated
3974	human
4031	generated
20061	human
8765	human
2199	human
8729	generated
3482	human
2334	human
19552	human
4199	human
459	generated
16068	human
2527	generated
9440	human
3509	human
15750	generated
11333	generated
18137	generated
1522	generated
12025	generated
7428	human
21774	human
5742	generated
16424	human
3184	generated
8665	human
7753	human
7144	generated
15052	generated
12414	generated
4475	human
1441	generated
19857	generated
16510	human
3623	human
13300	human
12849	generated
9924	generated
5514	human
14528	human
12301	generated
11259	human
18653	generated
5871	generated
7628	generated
6006	human
180	human
20088	generated
5090	generated
21072	generated
11507	human
9234	generated
1346	generated
18433	human
9822	generated
13090	generated
13262	generated
3704	human
5504	generated
13453	human
10249	generated
7015	generated
16957	generated
17319	human
12066	human
11098	generated
14494	human
655	human
2350	human
4205	generated
19550	generated
409	generated
17445	generated
3207	generated
9798	generated
3686	human
10999	human
7712	human
2235	human
17103	human
20733	generated
2408	generated
6723	human
10520	generated
9514	human
21655	generated
14121	human
9585	human
19108	generated
16132	generated
9935	human
16383	generated
16111	generated
13725	human
14554	human
16562	human
7241	generated
11057	generated
19027	generated
17750	generated
20478	generated
2826	human
8059	human
18699	human
3282	generated
8136	generated
21314	human
18889	generated
4724	generated
4159	human
15780	generated
18429	generated
14781	human
18630	generated
2315	human
13043	human
12810	human
12281	human
8227	generated
10091	generated
695	human
5412	human
15904	generated
7153	generated
1020	human
2862	generated
2710	generated
21294	human
12408	human
2687	generated
6223	generated
5098	human
18169	human
18567	generated
10620	human
2683	human
11771	human
5473	generated
15765	human
16066	generated
3689	human
11396	generated
15891	generated
13213	human
14907	generated
15410	generated
13056	generated
1084	human
14833	generated
18153	human
8852	generated
15925	human
1624	generated
19046	generated
3946	generated
8049	generated
9660	human
12931	generated
790	human
13024	human
499	human
5354	human
12597	human
335	human
14627	generated
2075	human
2136	generated
15400	human
14779	generated
13626	generated
4788	human
3519	human
6405	generated
16546	human
6871	generated
13656	human
10371	generated
18667	human
5116	human
16084	generated
4279	human
9623	human
2003	human
15657	generated
8056	generated
17457	human
7985	human
4706	human
3096	generated
10191	human
4739	human
6577	human
17920	human
19831	generated
1703	generated
4645	generated
19517	generated
8642	generated
19601	human
19195	generated
5572	generated
19538	generated
1202	generated
9610	human
31	human
697	generated
8100	generated
12274	human
631	human
3668	generated
18676	human
5394	generated
12596	generated
11933	generated
18713	human
635	generated
7100	generated
17621	generated
7330	human
3200	generated
9845	human
21293	generated
19067	generated
3108	generated
12690	human
12125	generated
13618	generated
15345	human
17402	generated
20436	human
10581	generated
12060	generated
2386	human
19822	human
11227	human
5550	human
11361	human
14322	human
3958	generated
13294	human
21904	generated
21251	generated
20501	generated
4013	human
14396	generated
7877	human
12105	generated
18834	generated
2554	human
2617	generated
12376	generated
7700	generated
18274	human
4293	human
16537	human
115	generated
928	generated
11825	generated
9298	generated
9459	human
11719	generated
13191	generated
21943	human
9526	human
16151	human
4591	generated
14570	generated
18224	generated
3463	human
11629	generated
20145	human
7462	generated
15605	generated
1692	generated
21111	generated
20158	human
17455	human
5345	generated
14634	human
19764	human
8862	human
1554	generated
5019	human
11464	human
19279	human
3468	human
10049	generated
14370	human
4973	human
19211	human
20901	human
8317	human
5352	generated
1337	generated
2480	human
1604	generated
2112	human
6940	generated
13144	generated
13561	generated
9042	generated
7725	generated
1433	generated
2214	generated
13769	generated
13856	human
4139	generated
12462	generated
18126	human
7914	generated
6360	human
2512	generated
7101	generated
14674	human
3588	human
20303	human
3820	human
12834	generated
14960	human
11699	generated
9480	generated
21355	generated
8180	generated
3433	generated
14413	generated
12295	generated
3165	generated
5031	generated
12806	generated
15914	generated
20799	generated
2444	human
6527	human
1147	human
19401	generated
5673	generated
21928	generated
5160	human
9453	human
2026	human
4156	generated
9961	human
18600	generated
19434	human
